mean,vol,sharpe,mdd,hhi,trial,method,shrinkage,denoising,detone
-0.0060019372454448465,0.12855290180259019,-0.04668846180240193,-0.9979617983088424,0.02854105825883741,18,IVP,lw_constant_corr,mp_constant,True
0.012482882733388979,0.16384982149295207,0.0761849028553854,-0.9229543592173483,0.17202843020900627,19,Markowitz,lw_constant_corr,mp_constant,True
0.003969153178787449,0.14247529377696502,0.02785853654720669,-0.9757091402141879,0.05878485005212207,19,NCO,lw_constant_corr,mp_constant,True
0.0029182383105611377,0.13717476289683397,0.021273871730579222,-0.9709868960954049,0.028311588905983176,19,IVP,lw_constant_corr,mp_constant,True
0.014427226092597435,0.1188188004796289,0.12142208164228618,-0.8638994123021604,0.04235201823593651,20,Markowitz,lw_constant_corr,mp_constant,True
0.015008182549650558,0.12814101168752515,0.11712239783256308,-0.883205176214566,0.05235871167828418,20,NCO,lw_constant_corr,mp_constant,True
0.013959810076284109,0.11770586313337604,0.11859910546976941,-0.8438717689138306,0.028841018870506028,20,IVP,lw_constant_corr,mp_constant,True
-0.012964884828168668,0.12954412889709377,-0.1000808368426139,-0.9969658430922935,0.05622870968036366,21,Markowitz,lw_constant_corr,mp_constant,True
-0.014773963573129654,0.1289342163489531,-0.11458528225766058,-0.9982430210730501,0.050651090755480875,21,NCO,lw_constant_corr,mp_constant,True
-0.014857945317394776,0.12366400123436745,-0.12014769996901457,-0.9978088416687654,0.029886007511698294,21,IVP,lw_constant_corr,mp_constant,True
0.0007495914392462814,0.1454617134341848,0.005153187196439056,-0.9732843118330977,0.04539203865270289,22,Markowitz,lw_constant_corr,mp_constant,True
0.000470480918320223,0.12335879495479238,0.0038139227810131205,-0.9282078689953767,0.05320526911794456,22,NCO,lw_constant_corr,mp_constant,True
-0.001767794184631998,0.12028659422012929,-0.014696518727449938,-0.9357676358364077,0.02911157035683999,22,IVP,lw_constant_corr,mp_constant,True
-0.007823499924495792,0.1717424787781165,-0.045553668376696985,-0.9999687265192618,0.12142467295516693,23,Markowitz,lw_constant_corr,mp_constant,True
-0.005989842147839863,0.12973780987048117,-0.04616882429087886,-0.9984131128144794,0.04933915104918228,23,NCO,lw_constant_corr,mp_constant,True
-0.004885961688864919,0.12257736882497729,-0.039860226530082435,-0.996067698663549,0.029043282586271195,23,IVP,lw_constant_corr,mp_constant,True
0.00946288617618225,0.16710437555681767,0.05662859601727254,-0.9495155925199347,0.04816584346740586,24,Markowitz,lw_constant_corr,mp_constant,True
0.01046861638208104,0.13927194725825517,0.07516672659565589,-0.8484207464932424,0.0697149475561994,24,NCO,lw_constant_corr,mp_constant,True
0.013351914886624322,0.1423669334148903,0.09378522502567332,-0.8141163730452259,0.029957272121315028,24,IVP,lw_constant_corr,mp_constant,True
0.02148440397143876,0.22095151568008123,0.09723582979375932,-0.9958911115929008,0.3324402248585062,25,Markowitz,lw_constant_corr,mp_constant,True
-0.009745767891290232,0.1480213269753569,-0.06584029538423812,-0.9991761966715321,0.13747423896223693,25,NCO,lw_constant_corr,mp_constant,True
-0.0007289714066755576,0.12227435184753878,-0.005961768724634373,-0.9764322315686361,0.030100342402528197,25,IVP,lw_constant_corr,mp_constant,True
0.015613516757932183,0.1567972032366362,0.09957777585017825,-0.9622309332837689,0.10108023621511505,26,Markowitz,lw_constant_corr,mp_constant,True
0.003766512174657307,0.12747739028703503,0.029546511472715878,-0.9801410478921909,0.05935226470913553,26,NCO,lw_constant_corr,mp_constant,True
0.0038557913744133483,0.12310373323003582,0.03132148208029536,-0.9798734661003017,0.0283085013330346,26,IVP,lw_constant_corr,mp_constant,True
0.01141031182127021,0.175162964422639,0.06514112077752857,-0.9581366032399083,0.05752951415915496,27,Markowitz,lw_constant_corr,mp_constant,True
0.007929473912603008,0.12015360528801453,0.065994473436978,-0.6781979840514384,0.06639037663966205,27,NCO,lw_constant_corr,mp_constant,True
0.006016410028026534,0.11583268551441209,0.05194052094411661,-0.6973713322294679,0.03003610552194799,27,IVP,lw_constant_corr,mp_constant,True
0.011659171170922517,0.12020261991952803,0.0969959821061386,-0.9103219962658474,0.04498346010777651,28,Markowitz,lw_constant_corr,mp_constant,True
0.0036828574525953174,0.12542801926429892,0.02936231851677037,-0.9355731418852917,0.059322948348046294,28,NCO,lw_constant_corr,mp_constant,True
0.007430996737138519,0.11462096504287371,0.06483104320657343,-0.8941943541230788,0.02879344018201703,28,IVP,lw_constant_corr,mp_constant,True
0.013459775132295317,0.18143368601120496,0.07418564561042916,-0.9941845044665466,0.21825600785038868,29,Markowitz,lw_constant_corr,mp_constant,True
-0.0045485070025637125,0.1319934644208934,-0.034460092569623194,-0.992505083087518,0.06782898514146488,29,NCO,lw_constant_corr,mp_constant,True
-0.00523324010880341,0.1292133714312151,-0.04050076281423203,-0.9908695823441688,0.029188227740482135,29,IVP,lw_constant_corr,mp_constant,True
0.00041585892286248924,0.14380967169232722,0.0028917312581681186,-0.9748304346308655,0.03292521739789549,30,Markowitz,lw_constant_corr,mp_constant,True
0.000607258437402795,0.14410116183470092,0.0042141120145524555,-0.9553934054857451,0.06027376563523837,30,NCO,lw_constant_corr,mp_constant,True
0.0023628469848514886,0.13756079462130194,0.01717674713452414,-0.9527812460950787,0.02855950574447697,30,IVP,lw_constant_corr,mp_constant,True
0.019366628223175884,0.21858863655397673,0.0885985133005989,-0.9929201282144312,0.44315806008648545,31,Markowitz,lw_constant_corr,mp_constant,True
-0.0029678608329668406,0.11088245140342083,-0.026765829898025804,-0.946145480626982,0.06721506930919327,31,NCO,lw_constant_corr,mp_constant,True
-0.0007498758567895215,0.10256848006462925,-0.007310977566497109,-0.9111457038635515,0.028382430982664485,31,IVP,lw_constant_corr,mp_constant,True
0.01376793224952096,0.1404721939919552,0.09801179762459916,-0.8755243911201873,0.060017829572783524,32,Markowitz,lw_constant_corr,mp_constant,True
0.005257628036124122,0.11401801449265987,0.046112257431184085,-0.8747738138569539,0.058681063968880884,32,NCO,lw_constant_corr,mp_constant,True
0.0034103375817588796,0.11234937856832031,0.0303547525156508,-0.8612975297208287,0.02867543498097411,32,IVP,lw_constant_corr,mp_constant,True
-0.014192799592704532,0.14587959835635833,-0.09729118912115946,-0.9991573840875891,0.04216471906127139,33,Markowitz,lw_constant_corr,mp_constant,True
-0.006091732672539903,0.1481461187465219,-0.04111975881677833,-0.9950980346590702,0.04852339118201876,33,NCO,lw_constant_corr,mp_constant,True
-0.0043042768341310786,0.13690869973323236,-0.03143903084673622,-0.9879961103277589,0.029690820525924373,33,IVP,lw_constant_corr,mp_constant,True
0.005598986287557591,0.1448506563013477,0.03865350997009493,-0.9472525083581286,0.33145848699351044,34,Markowitz,lw_constant_corr,mp_constant,True
-0.006068030139674313,0.10811270490518123,-0.05612689225507834,-0.96274364495352,0.05069728815512408,34,NCO,lw_constant_corr,mp_constant,True
-0.007888425631466496,0.0979057774304815,-0.08057160505147044,-0.9638810339501518,0.030292284338337652,34,IVP,lw_constant_corr,mp_constant,True
0.0056677670153624645,0.13913864483718227,0.04073467167913024,-0.9858528245837412,0.11384450113531094,35,Markowitz,lw_constant_corr,mp_constant,True
0.008186150114096775,0.1506699044821424,0.05433168715529833,-0.9770287143358711,0.046162809376638775,35,NCO,lw_constant_corr,mp_constant,True
0.006169765847774411,0.14353874947230086,0.04298327713188018,-0.962579802388926,0.02896383422133552,35,IVP,lw_constant_corr,mp_constant,True
-0.006232062726759873,0.14206116115845827,-0.04386887081518796,-0.989001029478659,0.03577651052041013,36,Markowitz,lw_constant_corr,mp_constant,True
-0.007663729695309497,0.133768577621021,-0.05729095600436355,-0.9885926361116828,0.06073425081592852,36,NCO,lw_constant_corr,mp_constant,True
-0.006925117465343866,0.12526140697174157,-0.05528532396934402,-0.9822832319153816,0.029544621437925075,36,IVP,lw_constant_corr,mp_constant,True
0.01108580113216453,0.13643348408094877,0.08125425519079937,-0.9071112265795372,0.03213964857141053,37,Markowitz,lw_constant_corr,mp_constant,True
0.008315944218667545,0.13104090414831537,0.06346067491408552,-0.90096692407424,0.09216453784582807,37,NCO,lw_constant_corr,mp_constant,True
0.00856935078909899,0.1290569621157534,0.06639975595695946,-0.9023229933200756,0.028659877079018264,37,IVP,lw_constant_corr,mp_constant,True
0.015563544206314261,0.15213207884349866,0.10230284319076774,-0.7759535216009613,0.03322008342078208,38,Markowitz,lw_constant_corr,mp_constant,True
0.01280066893245498,0.14529111771581796,0.08810358908109121,-0.8373730665078976,0.0413681361139176,38,NCO,lw_constant_corr,mp_constant,True
0.011959167240932383,0.13871516289335184,0.08621384275085137,-0.7683558914330568,0.029592329299626116,38,IVP,lw_constant_corr,mp_constant,True
-0.002895458674837661,0.1308939179018072,-0.02212065099149701,-0.9744980929620072,0.03053522161727875,39,Markowitz,lw_constant_corr,mp_constant,True
-0.011614118063113951,0.133782324024984,-0.08681354691415129,-0.996348504680873,0.05039147036408271,39,NCO,lw_constant_corr,mp_constant,True
-0.004751363304348444,0.12571871702897494,-0.03779360318492259,-0.977839173743851,0.02922737422048061,39,IVP,lw_constant_corr,mp_constant,True
-0.01131425683370392,0.13910106565838604,-0.08133839075977255,-0.9984726018163245,0.03770815343105046,40,Markowitz,lw_constant_corr,mp_constant,True
-0.00954635543101821,0.14191910075141342,-0.06726617756458599,-0.9980279052886349,0.05896926194070418,40,NCO,lw_constant_corr,mp_constant,True
-0.00855969556527652,0.12905465944878217,-0.06632612570340611,-0.9954820016245578,0.030435214038016817,40,IVP,lw_constant_corr,mp_constant,True
0.014435853048439671,0.15441897401026083,0.09348496932369821,-0.8933514354926715,0.03249617936432308,41,Markowitz,lw_constant_corr,mp_constant,True
0.01767326783148996,0.1520686103976928,0.11621903945300918,-0.8913590271683357,0.06166504014548073,41,NCO,lw_constant_corr,mp_constant,True
0.013775020968953848,0.14453834431860524,0.09530357521250088,-0.8487590638313445,0.02938266982621687,41,IVP,lw_constant_corr,mp_constant,True
0.0038878018160871503,0.1300857184033367,0.029886461509963432,-0.9753911959342224,0.049718034429047486,42,Markowitz,lw_constant_corr,mp_constant,True
0.0005261418941475966,0.11320073110373824,0.004647866573059384,-0.9642840392639983,0.05725552335286403,42,NCO,lw_constant_corr,mp_constant,True
-0.0003948361956240926,0.11240743549192235,-0.003512545178997106,-0.9564535463747899,0.02935928557993384,42,IVP,lw_constant_corr,mp_constant,True
-0.004185857314972406,0.1339886539612841,-0.031240386340105078,-0.9868524471130905,0.03764488991033035,43,Markowitz,lw_constant_corr,mp_constant,True
-0.0031707461721612097,0.12095497291842472,-0.026214268794664868,-0.9752023594688566,0.05302001349925256,43,NCO,lw_constant_corr,mp_constant,True
-0.004114689770333484,0.12006500156775896,-0.03427051777429977,-0.9786725973417781,0.02958492527541315,43,IVP,lw_constant_corr,mp_constant,True
0.0009098778323572113,0.14138501873251413,0.006435461412444063,-0.9740364777755858,0.04146552138618416,44,Markowitz,lw_constant_corr,mp_constant,True
0.00010248615169648558,0.1278417127313057,0.0008016644137980736,-0.9617953041089241,0.0555117307842422,44,NCO,lw_constant_corr,mp_constant,True
-0.00011420060540154176,0.12437480862875101,-0.0009181972351129669,-0.9551403005557733,0.03059062455221888,44,IVP,lw_constant_corr,mp_constant,True
0.0001100907441885583,0.17552060454025795,0.0006272240485741964,-1.0013860716244136,0.031185898316911178,45,Markowitz,lw_constant_corr,mp_constant,True
-0.007636583316536621,0.19462290371063568,-0.03923784493448631,-1.0028312598067834,0.048145793774238714,45,NCO,lw_constant_corr,mp_constant,True
-0.0017881324497031465,0.16478628609533386,-0.010851221251857127,-1.0005420501144846,0.029088167393379986,45,IVP,lw_constant_corr,mp_constant,True
0.005292782996794806,0.1579217019478156,0.03351523528102719,-0.9566193144789185,0.2073050644605457,46,Markowitz,lw_constant_corr,mp_constant,True
-0.010821213724680135,0.1290981453690481,-0.08382160482369526,-0.9946657674202884,0.09058707756805258,46,NCO,lw_constant_corr,mp_constant,True
-0.005405189639061936,0.11949907737832903,-0.045232061682820374,-0.9680130641080348,0.03029446641348483,46,IVP,lw_constant_corr,mp_constant,True
0.006564841350023897,0.1471688416337708,0.044607549241407196,-0.9109560730308811,0.11804434818179768,47,Markowitz,lw_constant_corr,mp_constant,True
0.005960211211047429,0.12107995900189679,0.04922541484263992,-0.7739207844812406,0.06950297678928358,47,NCO,lw_constant_corr,mp_constant,True
0.007811850623871497,0.11949352525892352,0.0653746770536653,-0.7965925289791533,0.029814474096235933,47,IVP,lw_constant_corr,mp_constant,True
-0.0033647414776416455,0.13112076548128992,-0.025661392879041043,-0.9819623374663496,0.03693237678455969,48,Markowitz,lw_constant_corr,mp_constant,True
-0.00673055076441724,0.12952212225269744,-0.05196448797552886,-0.9937565490800011,0.07155313949066411,48,NCO,lw_constant_corr,mp_constant,True
-0.007490298057353683,0.12432667248342688,-0.06024691168576007,-0.9937009951311706,0.029755362913890658,48,IVP,lw_constant_corr,mp_constant,True
0.006481867147424265,0.13926020924323249,0.0465450050850955,-0.9651141549299493,0.036812916094298764,49,Markowitz,lw_constant_corr,mp_constant,True
0.007287444161122141,0.13408292931100485,0.05435027559820528,-0.9344815467914709,0.07937017732120125,49,NCO,lw_constant_corr,mp_constant,True
0.00568861561553875,0.12638323384392153,0.04501084077749555,-0.9157533212410318,0.03027565207444412,49,IVP,lw_constant_corr,mp_constant,True
